timestamp,temperature,pressure,humidity,voltage,sensor_id,status
2024-01-01 00:41:00,20.4,998.81,59.33,3.314,SENS_003,OK
2024-01-01 00:42:00,20.32,1015.24,44.47,3.3435,SENS_002,OK
2024-01-01 00:43:00,20.38,1020.37,37.45,3.1275,SENS_004,OK
2024-01-01 00:44:00,20.72,1019.19,43.28,3.0576,SENS_004,OK
2024-01-01 00:45:00,21.36,1006.71,52.55,3.1562,SENS_004,OK
2024-01-01 00:46:00,20.45,1042.14,59.06,3.2519,SENS_004,OK
2024-01-01 00:47:00,20.42,1000.23,49.28,3.3576,SENS_003,OK
2024-01-01 00:48:00,,1002.17,51.02,3.0658,SENS_002,WARN
2024-01-01 00:49:00,20.38,1015.34,35.56,3.4593,SENS_002,OK
2024-01-01 00:50:00,21.42,1034.17,66.59,3.3171,SENS_003,WARN
2024-01-01 00:51:00,21.18,1004.64,67.15,3.436,SENS_002,OK
2024-01-01 00:52:00,21.26,1010.34,57.34,3.2114,SENS_003,OK
2024-01-01 00:53:00,21.64,1023.77,30.71,3.3504,SENS_004,OK
2024-01-01 00:54:00,21.41,1012.82,51.48,3.3085,SENS_003,OK
2024-01-01 00:55:00,20.58,1009.65,55.17,3.3818,SENS_004,OK
2024-01-01 00:56:00,20.54,1018.66,69.79,3.2766,SENS_004,OK
2024-01-01 00:57:00,21.24,1015.73,69.84,3.3473,SENS_001,OK
2024-01-01 00:58:00,21.19,1023.3,64.3,3.4102,SENS_003,WARN
2024-01-01 00:59:00,20.9,1025.91,32.55,3.2349,SENS_001,OK
2024-01-01 01:00:00,21.52,1016.07,68.13,3.3242,SENS_003,OK
2024-01-01 01:01:00,21.46,1015.92,54.51,3.1112,SENS_003,OK
2024-01-01 01:02:00,21.31,1015.14,62.04,3.3703,SENS_001,OK
2024-01-01 01:03:00,21.52,1017.89,46.29,3.4955,SENS_001,WARN
2024-01-01 01:04:00,22.02,1013.55,42.79,3.1756,SENS_003,OK
2024-01-01 01:05:00,23.27,1012.99,48.53,3.2909,SENS_002,WARN
2024-01-01 01:06:00,23.63,1024.97,35.87,3.388,SENS_004,WARN
2024-01-01 01:07:00,24.12,1028.16,44.28,3.3031,SENS_001,OK
2024-01-01 01:08:00,23.74,997.92,64.3,3.3165,SENS_004,OK
2024-01-01 01:09:00,23.13,1013.1,31.52,3.2609,SENS_002,WARN
2024-01-01 01:10:00,23.13,1006.11,36.04,3.2572,SENS_002,WARN
2024-01-01 01:11:00,23.16,1009.89,35.0,3.2913,SENS_002,WARN
2024-01-01 01:12:00,22.6,,46.12,3.3042,SENS_001,OK
2024-01-01 01:13:00,22.55,1019.69,69.88,3.1819,SENS_002,OK
2024-01-01 01:14:00,22.79,1011.88,36.93,3.2934,SENS_001,WARN
2024-01-01 01:15:00,23.0,993.87,35.82,3.4569,SENS_002,OK
2024-01-01 01:16:00,23.25,1003.35,66.6,3.2581,SENS_004,OK
2024-01-01 01:17:00,23.38,1021.96,65.28,3.1763,SENS_004,OK
2024-01-01 01:18:00,23.1,985.6,31.29,3.2849,SENS_003,OK
2024-01-01 01:19:00,,1024.87,60.07,3.2285,SENS_004,OK
2024-01-01 01:20:00,22.29,1018.21,56.22,3.1662,SENS_003,OK
2024-01-01 01:21:00,23.28,1026.16,60.71,3.3139,SENS_004,OK
2024-01-01 01:22:00,23.28,1011.01,49.78,3.229,SENS_001,OK
2024-01-01 01:23:00,23.17,992.39,69.66,3.2375,SENS_004,OK
2024-01-01 01:24:00,22.72,1017.3,31.75,3.3153,SENS_003,OK
2024-01-01 01:25:00,24.26,1025.75,39.37,3.1467,SENS_003,OK
2024-01-01 01:26:00,,1022.25,45.86,3.1258,SENS_002,OK
2024-01-01 01:27:00,23.4,1006.37,47.99,3.3671,SENS_001,OK
2024-01-01 01:28:00,,1013.87,66.85,3.1069,SENS_004,OK
2024-01-01 01:29:00,23.9,1007.67,52.4,3.2023,SENS_002,OK
2024-01-01 01:30:00,,1004.81,31.8,3.12,SENS_004,OK
2024-01-01 01:31:00,25.17,1022.55,46.31,3.2514,SENS_004,WARN
2024-01-01 01:32:00,25.27,1001.02,46.66,3.3428,SENS_002,WARN
2024-01-01 01:33:00,24.58,1004.06,68.62,3.3112,SENS_002,OK
2024-01-01 01:34:00,24.36,1001.96,53.97,3.5392,SENS_002,OK
2024-01-01 01:35:00,24.45,998.1,55.43,3.4087,SENS_002,OK
2024-01-01 01:36:00,25.41,1014.46,58.53,3.2069,SENS_002,WARN
2024-01-01 01:37:00,24.55,1024.62,60.8,3.1803,SENS_004,WARN
2024-01-01 01:38:00,25.07,1011.15,55.4,3.5707,SENS_002,OK
2024-01-01 01:39:00,25.04,997.94,39.49,3.4063,SENS_001,OK
2024-01-01 01:40:00,25.34,1021.4,64.96,3.3589,SENS_003,OK
2024-01-01 01:41:00,25.15,1029.86,59.28,3.3075,SENS_002,OK
2024-01-01 01:42:00,24.6,1006.54,59.67,3.3274,SENS_002,OK
2024-01-01 01:43:00,24.92,1008.21,69.86,3.1518,SENS_004,OK
2024-01-01 01:44:00,25.15,1018.16,62.1,3.3157,SENS_002,WARN
2024-01-01 01:45:00,25.53,1029.22,63.17,3.3071,SENS_002,OK
2024-01-01 01:46:00,25.37,1007.8,68.06,3.2096,SENS_002,WARN
2024-01-01 01:47:00,24.95,999.68,36.05,3.2461,SENS_004,WARN
2024-01-01 01:48:00,24.09,1019.31,49.91,3.4515,SENS_002,WARN
2024-01-01 01:49:00,24.5,1020.99,53.22,3.2875,SENS_003,OK
2024-01-01 01:50:00,24.68,1013.06,43.17,3.5071,SENS_004,OK
2024-01-01 01:51:00,,1007.42,63.58,3.1259,SENS_003,OK
2024-01-01 01:52:00,23.9,1022.94,60.5,3.2478,SENS_004,OK
2024-01-01 01:53:00,23.7,1018.28,58.84,3.1453,SENS_002,OK
2024-01-01 01:54:00,23.02,1005.32,69.89,3.1791,SENS_003,OK
2024-01-01 01:55:00,22.75,1013.49,40.38,3.2172,SENS_004,WARN
2024-01-01 01:56:00,22.34,999.48,59.42,3.3315,SENS_001,OK
2024-01-01 01:57:00,22.35,1019.86,52.06,3.3267,SENS_002,WARN
2024-01-01 01:58:00,22.19,1010.38,42.52,3.2321,SENS_004,WARN
2024-01-01 01:59:00,21.6,1008.64,36.42,3.0772,SENS_001,OK
2024-01-01 02:00:00,22.91,1012.67,65.84,3.4478,SENS_004,WARN
2024-01-01 02:01:00,23.7,1013.4,53.82,3.2714,SENS_001,OK
2024-01-01 02:02:00,23.39,1021.95,63.0,3.1884,SENS_002,OK
2024-01-01 02:03:00,23.65,1018.91,51.81,3.3275,SENS_003,OK
2024-01-01 02:04:00,23.96,1011.44,38.8,3.3204,SENS_001,OK
2024-01-01 02:05:00,24.63,1020.64,43.5,3.2677,SENS_004,OK
2024-01-01 02:06:00,24.22,1017.01,45.26,3.3149,SENS_002,OK
2024-01-01 02:07:00,24.82,1008.73,68.92,3.1845,SENS_001,OK
2024-01-01 02:08:00,24.54,1011.75,30.23,3.376,SENS_004,OK
2024-01-01 02:09:00,23.9,1011.52,69.43,3.2003,SENS_004,OK
2024-01-01 02:10:00,24.35,1018.05,69.22,3.2394,SENS_004,OK
2024-01-01 02:11:00,25.05,1009.33,69.85,3.3649,SENS_001,OK
2024-01-01 02:12:00,26.33,1009.1,49.06,3.4204,SENS_001,OK
2024-01-01 02:13:00,25.58,1032.69,68.55,3.4586,SENS_001,OK
2024-01-01 02:14:00,25.87,1022.4,45.82,3.4056,SENS_003,WARN
2024-01-01 02:15:00,25.58,1005.39,31.05,3.2676,SENS_001,OK
2024-01-01 02:16:00,25.91,,38.97,3.1459,SENS_001,OK
2024-01-01 02:17:00,25.09,1014.18,67.81,3.4405,SENS_001,OK
2024-01-01 02:18:00,24.45,1016.92,30.55,3.4371,SENS_003,WARN
2024-01-01 02:19:00,24.13,1014.37,51.84,3.2328,SENS_001,OK
2024-01-01 02:20:00,24.27,1024.9,33.02,3.3921,SENS_004,OK
2024-01-01 02:21:00,24.04,1016.46,41.46,3.2668,SENS_001,OK
2024-01-01 02:22:00,24.48,1012.38,33.52,3.4501,SENS_004,OK
2024-01-01 02:23:00,,1023.42,64.38,3.2485,SENS_004,OK
2024-01-01 02:24:00,25.39,1015.33,53.64,3.4979,SENS_004,OK
2024-01-01 02:25:00,26.18,1014.21,66.08,3.3786,SENS_003,OK
2024-01-01 02:26:00,26.3,1016.14,57.53,3.4798,SENS_003,OK
2024-01-01 02:27:00,25.6,1012.06,68.84,3.2536,SENS_003,WARN
2024-01-01 02:28:00,26.26,1013.09,50.4,3.3405,SENS_001,WARN
2024-01-01 02:29:00,25.87,1007.13,55.55,3.2031,SENS_004,OK
2024-01-01 02:30:00,26.28,1005.49,53.05,3.3844,SENS_003,OK
2024-01-01 02:31:00,26.98,1003.01,49.37,3.3899,SENS_003,OK
2024-01-01 02:32:00,27.06,999.08,63.84,3.5397,SENS_001,OK
2024-01-01 02:33:00,26.15,1004.2,55.78,3.3482,SENS_003,OK
2024-01-01 02:34:00,25.63,1011.26,62.05,3.3724,SENS_001,WARN
2024-01-01 02:35:00,26.29,1014.03,61.45,3.2529,SENS_002,OK
2024-01-01 02:36:00,26.13,1010.29,37.64,3.3541,SENS_003,OK
2024-01-01 02:37:00,26.12,989.44,56.01,3.262,SENS_002,OK
2024-01-01 02:38:00,26.45,1028.75,37.99,3.3116,SENS_001,OK
2024-01-01 02:39:00,,1023.86,53.33,3.3175,SENS_004,OK
2024-01-01 02:40:00,26.76,1017.46,57.1,3.2648,SENS_003,OK
2024-01-01 02:41:00,26.55,1032.07,69.89,3.3063,SENS_001,OK
2024-01-01 02:42:00,,1003.23,31.22,3.2625,SENS_004,OK
2024-01-01 02:43:00,26.69,1031.88,33.65,3.262,SENS_004,OK
2024-01-01 02:44:00,26.88,1003.35,33.08,3.4077,SENS_002,OK
2024-01-01 02:45:00,26.65,1015.39,45.93,3.3175,SENS_001,OK
2024-01-01 02:46:00,27.11,1000.26,62.86,3.3347,SENS_004,OK
2024-01-01 02:47:00,,1013.15,63.76,3.1543,SENS_003,OK
2024-01-01 02:48:00,26.4,1016.86,59.48,3.3423,SENS_003,OK
2024-01-01 02:49:00,25.97,1011.45,65.88,3.353,SENS_002,OK
2024-01-01 02:50:00,25.48,1020.14,42.91,3.2602,SENS_004,OK
2024-01-01 02:51:00,25.4,1013.99,33.53,3.5085,SENS_001,OK
2024-01-01 02:52:00,26.08,1007.78,32.33,3.0711,SENS_003,OK
2024-01-01 02:53:00,25.67,1007.33,64.09,3.3784,SENS_004,WARN
2024-01-01 02:54:00,25.81,1021.11,59.22,3.3713,SENS_004,OK
2024-01-01 02:55:00,25.51,1006.46,57.94,3.3542,SENS_002,OK
2024-01-01 02:56:00,25.44,1022.15,43.59,3.3176,SENS_003,OK
2024-01-01 02:57:00,24.76,1025.23,45.2,3.3551,SENS_003,OK
2024-01-01 02:58:00,24.79,996.31,68.32,3.3868,SENS_001,OK
2024-01-01 02:59:00,24.83,1024.33,32.55,3.2274,SENS_003,WARN
2024-01-01 03:00:00,25.24,1033.6,60.95,3.3299,SENS_001,OK
2024-01-01 03:01:00,25.46,1015.52,42.39,3.2817,SENS_003,OK
2024-01-01 03:02:00,24.94,1018.99,31.56,3.1906,SENS_002,OK
2024-01-01 03:03:00,25.62,1023.37,59.7,3.3717,SENS_003,OK
2024-01-01 03:04:00,25.8,1010.25,43.24,3.2436,SENS_001,OK
2024-01-01 03:05:00,25.95,1014.82,58.89,3.1502,SENS_001,OK
2024-01-01 03:06:00,25.99,999.86,58.31,3.2461,SENS_002,WARN
2024-01-01 03:07:00,,1014.39,51.39,3.2201,SENS_003,OK
2024-01-01 03:08:00,25.95,1017.98,61.09,3.4028,SENS_003,OK
2024-01-01 03:09:00,26.24,1018.16,53.24,3.3153,SENS_002,OK
2024-01-01 03:10:00,25.39,1023.65,41.47,3.4382,SENS_003,WARN
2024-01-01 03:11:00,25.23,1005.25,59.36,3.2333,SENS_003,OK
2024-01-01 03:12:00,25.23,1007.67,53.57,3.3874,SENS_001,OK
2024-01-01 03:13:00,25.49,1031.96,30.51,3.584,SENS_003,OK
2024-01-01 03:14:00,26.2,1011.5,66.07,3.3356,SENS_003,OK
2024-01-01 03:15:00,25.85,1015.0,51.83,3.3862,SENS_002,OK
2024-01-01 03:16:00,25.68,1012.33,64.75,3.3694,SENS_002,OK
2024-01-01 03:17:00,25.52,1004.78,65.31,3.1578,SENS_004,OK
2024-01-01 03:18:00,25.24,1029.24,47.8,3.3586,SENS_001,OK
2024-01-01 03:19:00,25.21,1007.72,50.31,3.3306,SENS_003,WARN
2024-01-01 03:20:00,25.75,1001.73,46.63,3.274,SENS_003,OK
2024-01-01 03:21:00,25.32,1008.49,47.98,3.2116,SENS_004,OK
2024-01-01 03:22:00,25.68,992.98,65.81,3.3694,SENS_003,WARN
2024-01-01 03:23:00,24.94,1006.49,61.53,3.2028,SENS_001,OK
2024-01-01 03:24:00,24.84,1003.32,35.06,3.5134,SENS_004,OK
2024-01-01 03:25:00,24.88,1019.17,54.41,3.3114,SENS_001,OK
2024-01-01 03:26:00,25.91,1006.27,69.84,3.1777,SENS_004,OK
2024-01-01 03:27:00,25.87,1021.88,53.82,3.2486,SENS_004,OK
2024-01-01 03:28:00,,,61.43,3.2722,SENS_002,OK
2024-01-01 03:29:00,24.08,1020.81,60.76,3.5412,SENS_001,OK
2024-01-01 03:30:00,24.38,1010.85,44.01,3.2115,SENS_003,OK
2024-01-01 03:31:00,24.95,1014.41,44.87,3.2884,SENS_003,OK
2024-01-01 03:32:00,25.34,997.75,58.96,3.2462,SENS_001,OK
2024-01-01 03:33:00,25.59,1011.66,50.0,3.3499,SENS_003,OK
2024-01-01 03:34:00,26.32,1004.4,52.82,3.2478,SENS_003,OK
2024-01-01 03:35:00,26.12,1019.94,58.52,3.1861,SENS_001,OK
2024-01-01 03:36:00,26.66,,61.1,3.2805,SENS_004,OK
2024-01-01 03:37:00,25.89,1018.0,40.86,3.2701,SENS_001,OK
2024-01-01 03:38:00,25.56,993.09,35.87,3.2408,SENS_004,WARN
2024-01-01 03:39:00,24.82,1009.39,41.67,3.2461,SENS_003,OK
2024-01-01 03:40:00,24.91,1014.22,50.3,3.4185,SENS_003,OK
2024-01-01 03:41:00,25.12,1013.87,43.69,3.268,SENS_003,OK
2024-01-01 03:42:00,25.38,1005.69,52.73,3.1866,SENS_002,WARN
2024-01-01 03:43:00,25.6,1015.45,32.14,3.2538,SENS_004,OK
2024-01-01 03:44:00,25.3,1000.57,50.39,3.3054,SENS_002,OK
2024-01-01 03:45:00,25.4,1003.55,44.72,3.1664,SENS_002,WARN
2024-01-01 03:46:00,24.84,1019.46,51.39,3.4626,SENS_001,OK
2024-01-01 03:47:00,25.77,1002.84,46.9,3.3868,SENS_002,OK
2024-01-01 03:48:00,,1018.38,41.37,3.443,SENS_001,WARN
2024-01-01 03:49:00,25.68,999.31,66.16,3.3392,SENS_001,OK
2024-01-01 03:50:00,26.65,1030.65,37.39,3.0906,SENS_002,OK
2024-01-01 03:51:00,26.1,1005.26,57.25,3.4535,SENS_004,OK
2024-01-01 03:52:00,,1010.76,66.99,3.2136,SENS_004,OK
2024-01-01 03:53:00,25.29,1016.31,51.55,3.2218,SENS_004,OK
2024-01-01 03:54:00,,1007.35,65.06,3.3156,SENS_004,OK
2024-01-01 03:55:00,25.89,1014.43,34.99,3.4378,SENS_004,OK
2024-01-01 03:56:00,26.42,1018.75,49.75,3.4053,SENS_002,OK
2024-01-01 03:57:00,27.81,1022.61,48.28,3.3906,SENS_002,OK
2024-01-01 03:58:00,26.66,1020.91,30.32,3.2688,SENS_003,OK
2024-01-01 03:59:00,27.05,1011.28,47.73,3.2672,SENS_004,WARN
2024-01-01 04:00:00,26.82,1011.53,44.76,3.3346,SENS_002,OK
2024-01-01 04:01:00,26.6,1036.49,56.79,3.287,SENS_003,WARN
2024-01-01 04:02:00,26.39,1022.5,67.53,3.3889,SENS_004,OK
2024-01-01 04:03:00,26.06,1003.78,33.43,3.383,SENS_001,OK
2024-01-01 04:04:00,27.06,1014.0,43.1,3.3591,SENS_003,OK
2024-01-01 04:05:00,27.53,1009.65,47.76,3.0474,SENS_002,OK
2024-01-01 04:06:00,27.56,1011.65,48.21,3.3128,SENS_001,OK
2024-01-01 04:07:00,28.25,1000.71,60.99,3.2891,SENS_001,WARN
2024-01-01 04:08:00,27.43,1008.88,47.74,3.3168,SENS_001,OK
2024-01-01 04:09:00,26.8,1031.12,31.09,3.2246,SENS_003,OK
2024-01-01 04:10:00,25.8,1018.79,58.4,3.1675,SENS_002,OK
2024-01-01 04:11:00,25.64,988.09,65.39,3.3463,SENS_001,WARN
2024-01-01 04:12:00,25.94,1025.17,50.56,3.2644,SENS_004,OK
2024-01-01 04:13:00,26.17,,53.24,3.3575,SENS_001,OK
2024-01-01 04:14:00,26.41,1009.41,36.52,3.2329,SENS_001,WARN
2024-01-01 04:15:00,25.84,1020.17,38.83,7.2,SENS_003,OK
2024-01-01 04:16:00,26.44,1004.41,39.41,3.4001,SENS_003,OK
2024-01-01 04:17:00,26.7,1008.3,47.23,3.3297,SENS_002,OK
2024-01-01 04:18:00,27.18,1027.99,67.13,3.2787,SENS_004,OK
2024-01-01 04:19:00,26.31,1010.28,50.87,3.3852,SENS_003,WARN
2024-01-01 04:20:00,,994.3,37.68,3.3393,SENS_001,OK
2024-01-01 04:21:00,26.15,1012.37,40.64,3.3239,SENS_002,OK
2024-01-01 04:22:00,26.13,1012.21,45.36,3.4043,SENS_001,OK
2024-01-01 04:23:00,26.58,1024.98,54.93,3.4427,SENS_001,OK
2024-01-01 04:24:00,26.76,1013.14,47.6,3.1748,SENS_003,OK
2024-01-01 04:25:00,26.45,1008.78,45.7,3.195,SENS_002,OK
2024-01-01 04:26:00,26.61,1023.45,52.59,3.222,SENS_004,OK
2024-01-01 04:27:00,25.98,1014.21,39.67,3.1498,SENS_004,OK
2024-01-01 04:28:00,26.76,1005.5,33.16,3.2937,SENS_003,OK
2024-01-01 04:29:00,26.78,1024.55,30.98,3.36,SENS_003,OK
2024-01-01 04:30:00,27.47,1014.94,40.05,3.2979,SENS_002,OK
2024-01-01 04:31:00,27.26,1013.03,33.66,3.2466,SENS_004,OK
2024-01-01 04:32:00,27.08,1014.78,43.45,3.4126,SENS_004,OK
2024-01-01 04:33:00,26.8,1002.29,60.92,3.3141,SENS_004,OK
2024-01-01 04:34:00,,1007.72,58.65,3.3343,SENS_001,OK
2024-01-01 04:35:00,27.08,1013.04,54.44,3.4154,SENS_004,OK
2024-01-01 04:36:00,27.51,1011.05,64.1,3.2877,SENS_001,OK
2024-01-01 04:37:00,27.38,1025.72,41.28,3.506,SENS_002,OK
2024-01-01 04:38:00,26.47,1015.17,65.4,3.2552,SENS_001,OK
2024-01-01 04:39:00,26.35,1021.55,45.97,3.4998,SENS_002,OK
2024-01-01 04:40:00,25.94,1013.09,46.04,3.2025,SENS_004,WARN
2024-01-01 04:41:00,26.18,1023.56,46.21,3.3517,SENS_004,WARN
2024-01-01 04:42:00,25.79,1016.98,33.92,3.2357,SENS_002,OK
2024-01-01 04:43:00,26.49,1013.13,69.02,3.412,SENS_003,OK
2024-01-01 04:44:00,26.62,1012.87,35.54,3.2522,SENS_002,OK
2024-01-01 04:45:00,26.69,1003.46,43.64,3.3291,SENS_003,OK
2024-01-01 04:46:00,27.17,1018.07,42.77,3.2349,SENS_001,WARN
2024-01-01 04:47:00,27.76,1012.6,32.99,3.3937,SENS_001,OK
2024-01-01 04:48:00,27.8,1007.98,36.09,3.2344,SENS_001,WARN
2024-01-01 04:49:00,27.46,1024.06,31.79,3.4683,SENS_004,OK
2024-01-01 04:50:00,26.66,1000.5,41.7,3.2004,SENS_001,OK
2024-01-01 04:51:00,26.48,1008.78,64.67,3.1654,SENS_003,OK
2024-01-01 04:52:00,26.35,1023.28,43.58,3.3952,SENS_001,WARN
2024-01-01 04:53:00,26.6,1016.16,34.95,3.2408,SENS_002,OK
2024-01-01 04:54:00,26.6,1012.52,55.83,3.2993,SENS_002,OK
2024-01-01 04:55:00,27.12,1015.51,69.86,3.2678,SENS_004,OK
2024-01-01 04:56:00,26.93,1014.79,39.29,3.1687,SENS_002,OK
2024-01-01 04:57:00,27.05,997.83,41.18,3.2923,SENS_003,OK
2024-01-01 04:58:00,27.77,1009.51,68.87,3.4265,SENS_001,WARN
2024-01-01 04:59:00,28.0,1029.17,37.15,3.4003,SENS_004,OK
2024-01-01 05:00:00,28.01,1006.41,50.45,3.3232,SENS_001,WARN
2024-01-01 05:01:00,27.75,1009.82,39.59,3.4112,SENS_001,OK
2024-01-01 05:02:00,27.5,1007.58,67.29,3.194,SENS_003,WARN
2024-01-01 05:03:00,27.16,1012.13,69.26,3.2675,SENS_002,OK
2024-01-01 05:04:00,27.02,1007.17,62.59,3.3396,SENS_002,WARN
2024-01-01 05:05:00,,1017.87,42.59,3.287,SENS_001,OK
2024-01-01 05:06:00,27.52,1014.97,46.14,3.2753,SENS_004,OK
2024-01-01 05:07:00,26.93,1020.74,39.69,3.1799,SENS_002,OK
2024-01-01 05:08:00,,1002.49,65.63,3.0919,SENS_004,OK
2024-01-01 05:09:00,,1009.6,66.58,3.3818,SENS_002,OK
2024-01-01 05:10:00,27.51,1010.74,46.75,3.3243,SENS_004,OK
2024-01-01 05:11:00,27.38,1017.56,56.26,3.3902,SENS_003,OK
2024-01-01 05:12:00,27.55,,36.62,3.2563,SENS_004,OK
2024-01-01 05:13:00,28.5,1022.16,47.4,3.2287,SENS_003,OK
2024-01-01 05:14:00,27.94,1024.86,55.26,3.3007,SENS_003,OK
2024-01-01 05:15:00,,1003.11,45.42,3.3854,SENS_004,OK
2024-01-01 05:16:00,29.19,1008.09,44.3,3.2769,SENS_003,OK
2024-01-01 05:17:00,28.81,1007.68,30.04,3.3802,SENS_001,OK
2024-01-01 05:18:00,28.64,1039.32,62.17,3.1994,SENS_003,OK
2024-01-01 05:19:00,28.11,1008.7,65.57,3.2839,SENS_002,OK
2024-01-01 05:20:00,28.05,1029.78,68.78,3.293,SENS_004,OK
2024-01-01 05:21:00,28.09,1000.33,58.77,3.4226,SENS_001,WARN
2024-01-01 05:22:00,28.46,1003.1,51.95,3.3208,SENS_004,WARN
2024-01-01 05:23:00,29.02,1006.13,40.77,3.4746,SENS_002,OK
2024-01-01 05:24:00,28.6,1004.54,69.97,3.1652,SENS_002,WARN
2024-01-01 05:25:00,27.61,1010.32,53.59,3.313,SENS_002,OK
2024-01-01 05:26:00,27.7,1005.91,57.25,3.3179,SENS_003,OK
2024-01-01 05:27:00,27.93,1004.81,57.3,3.362,SENS_003,OK
2024-01-01 05:28:00,28.13,1024.58,63.81,3.2187,SENS_004,OK
2024-01-01 05:29:00,28.01,1025.24,30.39,3.4684,SENS_004,OK
2024-01-01 05:30:00,28.13,1022.49,38.81,3.3013,SENS_001,OK
2024-01-01 05:31:00,28.94,1018.24,56.62,3.1913,SENS_001,WARN
2024-01-01 05:32:00,29.09,1013.93,65.81,3.2984,SENS_004,OK
2024-01-01 05:33:00,28.86,1008.03,57.41,3.2687,SENS_003,WARN
2024-01-01 05:34:00,28.59,1003.47,46.54,3.5783,SENS_002,OK
2024-01-01 05:35:00,,1016.63,44.46,3.405,SENS_004,WARN
2024-01-01 05:36:00,29.34,1001.26,59.52,3.305,SENS_001,OK
2024-01-01 05:37:00,,1003.06,59.65,3.2888,SENS_003,OK
2024-01-01 05:38:00,29.11,,54.28,3.3951,SENS_004,WARN
2024-01-01 05:39:00,28.82,1032.01,41.66,3.3999,SENS_004,WARN
2024-01-01 05:40:00,29.35,1016.93,67.01,3.0088,SENS_003,OK
2024-01-01 05:41:00,30.26,1024.06,52.08,3.3643,SENS_004,OK
2024-01-01 05:42:00,30.33,1010.54,61.62,3.3028,SENS_003,OK
2024-01-01 05:43:00,30.2,999.62,38.57,3.1689,SENS_002,OK
2024-01-01 05:44:00,30.07,1019.12,43.76,3.388,SENS_003,OK
2024-01-01 05:45:00,,,64.98,3.5246,SENS_003,OK
2024-01-01 05:46:00,29.1,1013.72,32.0,3.3557,SENS_003,OK
2024-01-01 05:47:00,29.12,1010.58,50.49,3.41,SENS_004,OK
2024-01-01 05:48:00,29.29,1022.62,49.27,3.4804,SENS_004,OK
2024-01-01 05:49:00,28.87,1003.14,60.05,3.217,SENS_003,OK
2024-01-01 05:50:00,28.66,1005.26,41.28,3.1142,SENS_004,OK
